"transferred_to_FWSpecies_date","transfer_notes","Valid_in_Gbif_refuge_YY_NN_","Found_in_FWSpecies_Y_N_","Category","Scientific_Name","rank","Origin","authority","TSN","accepted_tsn","accepted_latin","duplicate","usage","unaccept_reason","comments","vernacularName","dateFirstObserved","extirpated","inaturalistobs","arctosGUID","notes_distribution","notes_taxonomic","notes_biology","kingdom","division","phylum","class","Order","suborder","Family","subfamily","genus","evidence_URL"
"","","","","Arthropods","Dacnusa sp. bold:acg7033","Species","Native","",-619880,NA,"",NA,"invalid","not reviewed, USFWS record","http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACG7033","a braconid wasp",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Apocrita","Braconidae","","Dacnusa",NA
"","","","","Arthropods","Dinotrema sp. bold:abz5628","Species","Native","",-620097,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Apocrita","Braconidae","","Dinotrema",NA
"5/8/2010","","YY","Y","Arthropods","Ephedrus incompletus","Species","Native","(Provancher, 1886)",-618465,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Apocrita","Braconidae","","Ephedrus",NA
"","","","","Arthropods","Monoctonus sp. bold:aal4464","Species","Native","",-620112,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Apocrita","Braconidae","","Monoctonus",NA
"","","","","Arthropods","Opius sp. bold:aaf8735","Species","Native","",-620116,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Apocrita","Braconidae","","Opius",NA
"","","","","Arthropods","Opius sp. bold:aca7077","Species","Native","",-620115,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Apocrita","Braconidae","","Opius",NA
"","","","","Arthropods","Orthostigma sp. bold:aah3182","Species","Native","",-620118,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Apocrita","Braconidae","","Orthostigma",NA
"","","","","Arthropods","Orthostigma sp. bold:acg6980","Species","Native","",-620117,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Apocrita","Braconidae","","Orthostigma",NA
"","","","","Arthropods","Phaenocarpa sp. bold:aae6216","Species","Native","",-620123,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Apocrita","Braconidae","","Phaenocarpa",NA
"","","","","Arthropods","Phaenocarpa sp. bold:aag1223","Species","Native","",-620122,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Apocrita","Braconidae","","Phaenocarpa",NA
"","","YY","N","Arthropods","Praon occidentale","Species","Native","Baker",-618466,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Apocrita","Braconidae","","Praon",NA
"","","","","Arthropods","Praon sp. bold:abz6335","Species","Native","",-620126,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Apocrita","Braconidae","","Praon",NA
"","","","","Arthropods","Eurytoma sp. bold:aav3982","Species","Native","",-620078,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Apocrita","Eurytomidae","","Eurytoma",NA
"","","","","Arthropods","Eurytoma sp. bold:acg6990","Species","Native","",-620101,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Apocrita","Eurytomidae","","Eurytoma",NA
"","","YY","N","Arthropods","Alloxysta vicenti","Species","Native","Ferrer-Suay, 2014",-619877,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Apocrita","Figitidae","","Alloxysta",NA
"","","YY","N","Arthropods","Phaenoglyphis kenaii","Species","Native","Ferrer-Suay & Pujade-Villar, 2014",-619876,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Apocrita","Figitidae","","Phaenoglyphis",NA
"","","YN","N","Arthropods","Astiphromma leucogrammum","Species","Native","(Holmgren, 1860)",-619842,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Apocrita","Ichneumonidae","","Astiphromma",NA
"","","YN","Y","Arthropods","Diplazon deletus","Species","Native","(Thomson, 1890)",-619886,NA,"",NA,"invalid","not reviewed, USFWS record","p. 34 in Dasch (1964), dot on distribution map.","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Apocrita","Ichneumonidae","","Diplazon",NA
"","","","","Arthropods","Lissonota sp. bold:aca7236","Species","Native","",-620109,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","Our single specimen keyed tentatively to \itaxon{Lissonota!clypeator} using \citet{TownesTownes1978}, but sequence data from this specimen was placed in a different BIN than other records (all European) identified as \itaxon{Lissonota!clypeator} on BOLD.","","Animalia","","Arthropoda","Insecta","Hymenoptera","Apocrita","Ichneumonidae","","Lissonota",NA
"","","YY","N","Arthropods","Mesochorus gemellus","Species","Native","Holmgren, 1860",-619856,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Apocrita","Ichneumonidae","","Mesochorus",NA
"","","","","Arthropods","Netelia sp. bold:aag7738","Species","Native","",-620114,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Apocrita","Ichneumonidae","","Netelia",NA
"","","","","Arthropods","Schenkia sp. bold:aaf4451","Species","Native","",-620096,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Apocrita","Ichneumonidae","","Schenkia",NA
"","","YN","Y","Arthropods","Syrphophilus ichneumonoides","Species","Native","(Provancher, 1874)",-619888,NA,"",NA,"invalid","not reviewed, USFWS record","Locality in Dasch (1964) was 9 miles east of Kenai"".""","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Apocrita","Ichneumonidae","","Syrphophilus",NA
"","","YY","N","Arthropods","Xestopelta vertebrata","Species","Native","(Cushman, 1922)",-619907,NA,"",NA,"invalid","not reviewed, USFWS record","{http://dx.doi.org/10.7299/X7X63N32}","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Apocrita","Ichneumonidae","","Xestopelta",NA
"","","","","Arthropods","Inostemma sp.","Species","Native","",-620129,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Apocrita","Platygastridae","Platygastrinae","Inostemma",NA
"","","YY","N","Arthropods","Urocerus flavicornis","Species","Native","(Fabricius)",-620063,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Symphyta","Siricidae","","Urocerus",NA
"","","YY","N","Arthropods","Brachythops wuestneii","Species","Native","",-620089,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Symphyta","Tenthredinidae","","Brachythops",NA
"","","YY","N","Arthropods","Empria ignota","Species","Native","(Norton, 1867)",-619214,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Symphyta","Tenthredinidae","","Empria",NA
"","","YY","N","Arthropods","Empria improba","Species","Native","",-618194,NA,"",NA,"invalid","not reviewed, USFWS record","Collected on LTEMP.","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Symphyta","Tenthredinidae","","Empria",NA
"","","YY","N","Arthropods","Heterarthrus nemoratus","Species","Alien","",-620172,NA,"",NA,"","","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","","Tenthredinidae","","Heterarthrus",NA
"","Nothing close to 'idaho' found (google)","N?","Y","Arthropods","Hoplocampa idaho","Species","Native","Ross, 1943",-618566,NA,"",NA,"invalid","not reviewed, USFWS record","Collected on LTEMP.","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Symphyta","Tenthredinidae","","Hoplocampa",NA
"","","YY","N","Arthropods","Monsoma pulveratum","Species","Alien","",-619211,NA,"",NA,"invalid","not reviewed, USFWS record","","Green alder sawfly",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Symphyta","Tenthredinidae","","Monsoma",NA
"","","","","Arthropods","Pontania sp. bold:acl3478","Species","Native","",-620134,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","Members of this BOLD BIN have been collected from Churchill, Manitoba, Canada.","","This sawfly makes galls on leaves of \itaxon{Salix!barclayi}.","Animalia","","Arthropoda","Insecta","Hymenoptera","Symphyta","Tenthredinidae","","Pontania",NA
"","","YN","Y","Arthropods","Profenusa thomsoni","Species","Alien","",-618217,NA,"",NA,"invalid","not reviewed, USFWS record","","Amber-marked birch leaf miner",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Symphyta","Tenthredinidae","","Profenusa",NA
"","","","","Arthropods","Pseudotorymus sp. bold:acr9193","Species","Native","",-620071,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Apocrita","Torymidae","","Pseudotorymus",NA
"","","YY","N","Arthropods","Torymus longistigmus","Species","Native","(Huber, 1927)",-618509,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Apocrita","Torymidae","","Torymus",NA
"","","","","Arthropods","Torymus sp. bold:ada9168","Species","Native","",-620060,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Apocrita","Torymidae","","Torymus",NA
"","","YY","N","Arthropods","Ancistrocerus waldenii","Species","Native","",-620087,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Apocrita","Vespidae","","Ancistrocerus",NA
"","","YY","N","Arthropods","Vespula infernalis","Species","Native","(de Saussure, 1854)",-619291,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Hymenoptera","Apocrita","Vespidae","","Vespula",NA
"","","","","Arthropods","Mompha sp. bold:aay9167","Species","Native","",-620081,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Lepidoptera","","Coleophoridae","","Mompha",NA
"","","YN","N","Arthropods","Carpatolechia proximella","Species","Native","",-620091,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Lepidoptera","","Gelechiidae","","Carpatolechia",NA
"","","YY","N","Arthropods","Prolita sexpunctella","Species","Native","(Fabricius, 1794)",-618477,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Lepidoptera","","Gelechiidae","","Prolita",NA
"","Spelled 'orciferaria'. Option for both in FWSp. ","YY","Y","Arthropods","Aspitates orciferarius","Species","Native","(Walker)",-619965,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"KNWR:Ento:10677;KNWR:Ento:10678","","","","Animalia","","Arthropoda","Insecta","Lepidoptera","","Geometridae","","Aspitates",NA
"","","","","Arthropods","Caloptilia sp. bold:aad2622","Species","Native","",-620090,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Lepidoptera","","Gracillariidae","","Caloptilia",NA
"","","YN","Y","Arthropods","Phyllocnistis populiella","Species","Native","Chambers, 1875",-620163,NA,"",NA,"invalid","not reviewed, USFWS record","","aspen leaf miner",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Lepidoptera","","Gracillariidae","","Phyllocnistis",NA
"","","YN","Y","Arthropods","Plebejus glandon","Species","Native","(Prunner, 1798)",-618143,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Lepidoptera","","Lycaenidae","","Plebejus",NA
"","","YY","N","Arthropods","Acronicta menyanthidis","Species","Native","(Esper, 1789)",-619937,NA,"",NA,"invalid","not reviewed, USFWS record","","Light Knot Grass",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Lepidoptera","","Noctuidae","Acronictinae","Acronicta",NA
"","","YY","N","Arthropods","Androloma maccullochii ","Species","Native","",937746,NA,"",NA,"","","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Lepidoptera","","Noctuidae","","Androloma",NA
"","","YN","Y","Arthropods","Xylotype arcadia","Species","Native","Barnes and Benjamin, 1922",188901,940694,"Xylotype arcadia",NA,"invalid","unjustified emendation","2004 Collet pilot study","Acadian sallow",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Lepidoptera","","Noctuidae","Hadeninae","Xylotype",NA
"","","YN","N","Arthropods","Hellinsia brucei","Species","Native","(Fernald, 1898)",-620032,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Lepidoptera","","Pterophoridae","","Hellinsia",NA
"","","YN","Y","Arthropods","Clepsis virescana","Species","Native","(Clemens, 1865)",-619269,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Lepidoptera","","Tortricidae","","Clepsis",NA
"","","YY","N","Arthropods","Epinotia trigonella","Species","Native","Linnaeus, 1758",-620100,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Lepidoptera","","Tortricidae","","Epinotia",NA
"","Very close to border.","YN","N","Arthropods","Metendothenia atropunctana","Species","Native","(Zetterstedt, 1840)",-619346,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Lepidoptera","","Tortricidae","","Metendothenia",NA
"","","","","Arthropods","Argyresthia sp. bold:aah4269","Species","Native","",-620144,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Lepidoptera","","Yponomeutidae","","Argyresthia",NA
"","","","","Arthropods","Argyresthia sp. bold:aah4708","Species","Native","",-620145,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Lepidoptera","","Yponomeutidae","","Argyresthia",NA
"","","","","Arthropods","Helicoconis sp.","Species","Native","",-620105,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","Specimens have been loaned to James E.\ Johnson (University of Idaho) for identification.","","Animalia","","Arthropoda","Insecta","Neuroptera","Hemerobiiformia","Coniopterygidae","Aleuropteryginae","Helicoconis",NA
"","","","","Arthropods","Hemerobius sp. BOLD:ABZ6742","Species","Native","",-700004,NA,"",NA,"","","","",NA,NA,NA,"","There are now specimens in this BOLD BIN from British Columbia and Alaska.","The Kenai sequence is 99.42\% similar to a specimen identified as \itaxon{Hemerobius ovalis}.  The Kenai specimen and members of BIN BOLD:ABZ6742 may be conspecific with \itaxon{Hemerobius ovalis}.","","Animalia","","Arthropoda","Insecta","Neuroptera","","Hemerobiidae","","Hemerobius",NA
"","Spelled 'posticus'.","YN","N","Arthropods","Micromus postichus","Species","Native","",-618107,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Neuroptera","Hemerobiiformia","Hemerobiidae","Microminae","Micromus",NA
"","","YY","N","Arthropods","Badonnelia titei","Species","Alien","Pearman, 1953",-618522,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Psocodoea","Troctomorpha","Sphaeropsocidae","","Badonnelia",NA
"","","YN","Y","Arthropods","Trichodectes canis","Species","Alien","(De Geer)",-618368,NA,"",NA,"invalid","not reviewed, USFWS record","Reported on Kenai NWR by Schwartz, C. C.; Stephenson, R. & Wilson, N. Trichodectes canis on the gray wolf and coyote on Kenai Peninsula, Alaska Journal of Wildlife Diseases, 1983, 19, 372-373.","Dog louse",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Psocodoea","Ischnocera","Trichodectidae","","Trichodectes",NA
"","","YN","Y","Arthropods","Megabothris calcarifer","Species","Native","(Wagner, 1913)",-620045,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Siphonaptera","","Ceratophyllidae","","Megabothris",NA
"","","YN","Y","Arthropods","Orchopeas caedens","Species","Native","(Jordan, 1925)",-620046,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Siphonaptera","","Ceratophyllidae","","Orchopeas",NA
"","No physical occurrences listed.","YN","Y","Arthropods","Thrassis spenceri","Species","Native","Wagner, 1936",-620048,NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Arthropoda","Insecta","Siphonaptera","","Ceratophyllidae","","Thrassis",NA
